Image,X1,Y1,X2,Y2,Confidence,Class
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (112).jpg,638.9151611328125,642.9618530273438,684.2449951171875,771.9957275390625,0.31325235962867737,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (113).jpg,139.4189453125,742.5265502929688,294.69061279296875,912.9054565429688,0.4455338716506958,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (113).jpg,836.814697265625,944.33642578125,903.8031005859375,1082.027099609375,0.43185654282569885,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (113).jpg,1450.4989013671875,849.3788452148438,1498.235595703125,994.4229125976562,0.3070036470890045,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (114).jpg,852.13916015625,1018.5928955078125,916.6973876953125,1088.0,0.2852226197719574,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (114).jpg,458.21063232421875,713.7152709960938,607.5963134765625,895.4110107421875,0.2736958861351013,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (115).jpg,1454.3726806640625,945.9765014648438,1524.873046875,1086.531982421875,0.3919251561164856,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (116).jpg,419.2470703125,658.7119140625,567.8875122070312,810.780517578125,0.8163303136825562,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (116).jpg,550.1701049804688,616.6818237304688,584.1928100585938,712.5225219726562,0.37745368480682373,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (116).jpg,1565.0482177734375,825.02587890625,1635.7752685546875,973.61083984375,0.2928166389465332,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (116).jpg,702.157470703125,623.293701171875,733.8261108398438,712.7430419921875,0.28741052746772766,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (117).jpg,406.14898681640625,623.9652099609375,538.5562133789062,750.5630493164062,0.6545273661613464,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (117).jpg,1450.4345703125,879.7236328125,1512.343505859375,1044.762451171875,0.537874698638916,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (119).jpg,1315.075927734375,576.754150390625,1449.97119140625,708.7296142578125,0.5720290541648865,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (119).jpg,835.590087890625,969.670654296875,876.74853515625,1085.4322509765625,0.2779651880264282,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (12).jpg,8.278472900390625,892.7882080078125,319.30950927734375,1072.1707763671875,0.3274161219596863,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (120).jpg,1713.9708251953125,553.6818237304688,1870.5399169921875,701.2765502929688,0.5522562861442566,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (121).jpg,1509.7469482421875,746.2706909179688,1823.548828125,1083.556884765625,0.7616304159164429,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (121).jpg,418.869140625,904.0565185546875,470.879150390625,1073.414794921875,0.5230786800384521,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (121).jpg,1376.5792236328125,893.8383178710938,1427.501953125,1058.270751953125,0.3723115026950836,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (121).jpg,733.7728271484375,958.0783081054688,794.614013671875,1084.825439453125,0.35138243436813354,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (121).jpg,1194.1812744140625,883.940185546875,1323.53369140625,1075.1649169921875,0.2713870704174042,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (121).jpg,1451.4766845703125,893.2681884765625,1510.528564453125,1053.7857666015625,0.2591177523136139,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (122).jpg,534.3538818359375,907.8563232421875,599.736083984375,1075.1357421875,0.391436368227005,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (122).jpg,616.0999755859375,838.7426147460938,680.4130859375,1009.4419555664062,0.3181002736091614,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (123).jpg,1588.343994140625,937.09423828125,1653.5086669921875,1081.1978759765625,0.30463913083076477,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (123).jpg,826.166015625,657.5496826171875,867.6383056640625,757.5560302734375,0.30456802248954773,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (123).jpg,569.9010009765625,883.3572998046875,632.6219482421875,1084.1492919921875,0.29165953397750854,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (124).jpg,622.03564453125,869.5929565429688,687.193115234375,1068.676025390625,0.3701598048210144,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (126).jpg,1208.3515625,399.7137451171875,1287.0079345703125,506.0289001464844,0.856330394744873,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (126).jpg,1239.4658203125,822.275390625,1312.068603515625,1086.331298828125,0.32321110367774963,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (126).jpg,1136.477294921875,496.3691711425781,1350.0047607421875,735.7403564453125,0.2969910502433777,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (127).jpg,1125.532470703125,516.7926025390625,1349.047119140625,786.3485107421875,0.7099264860153198,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (127).jpg,1185.4210205078125,425.0080261230469,1272.776611328125,533.660400390625,0.7021185159683228,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (127).jpg,1094.1112060546875,836.6068725585938,1178.6949462890625,1088.0,0.5059635043144226,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (128).jpg,1092.47607421875,541.70654296875,1340.2216796875,810.961181640625,0.7150800228118896,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (128).jpg,1181.5198974609375,443.0958251953125,1268.56494140625,552.2666015625,0.6128896474838257,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (128).jpg,608.3185424804688,867.2724609375,689.114013671875,1083.555908203125,0.5328438878059387,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (128).jpg,678.5322265625,605.7369384765625,751.499755859375,795.5726318359375,0.4629918038845062,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (128).jpg,988.4051513671875,640.5040283203125,1057.0704345703125,872.2915649414062,0.40499037504196167,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (128).jpg,927.1844482421875,898.0691528320312,1036.46826171875,1083.53857421875,0.2503502666950226,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (129).jpg,1174.25634765625,468.75750732421875,1262.759033203125,585.5776977539062,0.580743134021759,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (129).jpg,1073.2672119140625,575.0531616210938,1330.8607177734375,820.8220825195312,0.5590854287147522,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (129).jpg,796.2709350585938,949.884521484375,896.8621215820312,1083.9620361328125,0.2813340723514557,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (13).jpg,775.3116455078125,928.5723266601562,825.2344970703125,1081.322509765625,0.5874167084693909,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (13).jpg,216.80905151367188,781.4473876953125,382.7633972167969,932.01513671875,0.3342169225215912,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (130).jpg,1150.111328125,491.9371032714844,1247.114013671875,639.58203125,0.4506731331348419,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (130).jpg,1072.7193603515625,627.6571655273438,1324.641357421875,920.681396484375,0.3383757472038269,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (130).jpg,727.7230224609375,678.8274536132812,802.2551879882812,953.1392211914062,0.33191800117492676,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (130).jpg,1249.568115234375,874.859130859375,1325.3807373046875,1084.947998046875,0.276385635137558,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (131).jpg,671.448486328125,702.0515747070312,856.7763061523438,919.074462890625,0.7327972650527954,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (131).jpg,605.543212890625,333.2540588378906,932.5203857421875,679.980712890625,0.4032236337661743,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (132).jpg,648.3721313476562,364.11199951171875,1007.455810546875,727.9063110351562,0.6319895386695862,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (135).jpg,477.56085205078125,330.4664611816406,619.7779541015625,601.5731201171875,0.6242170333862305,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (136).jpg,603.5347900390625,335.5129699707031,688.291748046875,525.2669677734375,0.7993477582931519,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (136).jpg,626.2750244140625,544.0186767578125,981.0430908203125,899.3349609375,0.7916474342346191,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (136).jpg,1180.0107421875,267.55731201171875,1225.93505859375,435.9626770019531,0.30555078387260437,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (137).jpg,828.261962890625,514.8896484375,946.8177490234375,772.972412109375,0.8708709478378296,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (137).jpg,605.837646484375,81.44677734375,787.4525146484375,241.4066619873047,0.8321343064308167,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (137).jpg,645.3173828125,227.6315460205078,794.3571166992188,421.0333251953125,0.6915913224220276,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (137).jpg,12.403701782226562,819.93359375,128.8286590576172,1081.7308349609375,0.4497782289981842,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (138).jpg,720.039794921875,168.6071319580078,877.13720703125,369.10858154296875,0.886482298374176,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (138).jpg,1039.67919921875,568.285400390625,1295.450439453125,851.9349975585938,0.8300249576568604,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (138).jpg,915.28857421875,371.9698791503906,1102.89892578125,606.4290161132812,0.7092232704162598,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (138).jpg,168.33477783203125,550.4932250976562,256.55413818359375,822.8697509765625,0.30868127942085266,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (138).jpg,166.01295471191406,547.5983276367188,255.31723022460938,823.6928100585938,0.2965213656425476,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (139).jpg,862.7759399414062,476.37994384765625,1064.98486328125,715.3670043945312,0.8982118368148804,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (139).jpg,1241.8876953125,795.0668334960938,1499.7415771484375,1081.945068359375,0.6626901030540466,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (139).jpg,943.2357788085938,262.7222900390625,985.0588989257812,422.2191467285156,0.4537639021873474,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (140).jpg,993.8050537109375,716.8919067382812,1269.5279541015625,1008.3717041015625,0.813457727432251,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (140).jpg,1024.3297119140625,405.7367248535156,1059.2186279296875,544.984375,0.2561291754245758,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (141).jpg,963.1951904296875,343.3045959472656,1328.4781494140625,628.7199096679688,0.722597599029541,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (141).jpg,0.0,693.457275390625,285.03765869140625,1088.0,0.5105044841766357,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (142).jpg,878.1600952148438,400.87445068359375,1199.19677734375,746.635986328125,0.8749464154243469,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (142).jpg,710.3232421875,589.5280151367188,787.0584716796875,736.2182006835938,0.8698498010635376,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (142).jpg,0.0,706.933837890625,286.4823303222656,1088.0,0.4445444941520691,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (143).jpg,672.2291870117188,783.10986328125,756.010498046875,976.4652099609375,0.8028364777565002,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (143).jpg,0.0,690.8004760742188,284.48382568359375,1080.103271484375,0.36758947372436523,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (144).jpg,1014.4465942382812,469.8265686035156,1190.356201171875,586.5584716796875,0.7506442070007324,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (144).jpg,891.015869140625,539.5050048828125,1205.1671142578125,1043.9471435546875,0.6476472020149231,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (15).jpg,386.8371276855469,675.6329345703125,488.2511901855469,781.4658203125,0.2695407271385193,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (16).jpg,1728.4306640625,785.4112548828125,1833.25048828125,870.44775390625,0.2677515149116516,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (18).jpg,1085.557373046875,587.4212036132812,1746.843017578125,998.0753173828125,0.27444517612457275,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (2).jpg,960.0963134765625,461.7449951171875,1138.6787109375,618.6023559570312,0.8585238456726074,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (2).jpg,714.271240234375,577.5950317382812,899.4874267578125,737.0978393554688,0.8108459115028381,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (2).jpg,760.93701171875,783.8876953125,999.9332885742188,1078.02978515625,0.43281006813049316,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (22).jpg,458.28253173828125,889.5507202148438,509.6976318359375,1055.34326171875,0.37240734696388245,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (26).jpg,1644.059326171875,611.5731811523438,1920.0,1010.8009643554688,0.7667877078056335,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (26).jpg,1632.594482421875,810.733154296875,1661.4599609375,939.346435546875,0.2647857069969177,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (27).jpg,1780.980224609375,613.525146484375,1920.0,1017.2403564453125,0.5863730907440186,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (27).jpg,1746.196044921875,809.3909912109375,1780.321044921875,934.0411376953125,0.49569952487945557,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (27).jpg,1679.9912109375,744.287109375,1716.570556640625,848.265380859375,0.30114322900772095,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (28).jpg,1070.7000732421875,718.7613525390625,1736.341552734375,1043.75341796875,0.5224420428276062,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (29).jpg,252.3214874267578,912.6743774414062,348.45068359375,1037.170654296875,0.28124749660491943,bicycle
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (3).jpg,769.0526733398438,492.0021057128906,1006.1200561523438,678.238525390625,0.8914734125137329,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (3).jpg,672.2647705078125,672.6053466796875,840.2557983398438,868.1603393554688,0.814103901386261,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (3).jpg,770.39501953125,781.9849853515625,961.3948974609375,1071.8509521484375,0.2858543395996094,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (31).jpg,1361.06298828125,582.08984375,1902.505615234375,1078.1005859375,0.6228524446487427,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (31).jpg,266.80218505859375,819.3712158203125,321.211181640625,995.0001220703125,0.5327422618865967,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (31).jpg,772.8922119140625,873.7890014648438,837.7412109375,1055.977783203125,0.3994521498680115,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (32).jpg,1360.236572265625,581.887939453125,1898.9981689453125,1077.807373046875,0.5918325781822205,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (33).jpg,593.3088989257812,834.5879516601562,652.1199340820312,1027.924072265625,0.3662261962890625,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (33).jpg,325.95086669921875,803.9915771484375,374.6236267089844,971.0101318359375,0.31769660115242004,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (34).jpg,313.00360107421875,799.380615234375,367.8349914550781,974.7879638671875,0.31433454155921936,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (36).jpg,1088.31396484375,662.9930419921875,1139.2978515625,864.7205200195312,0.3124019503593445,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (36).jpg,1132.57470703125,625.6400146484375,1172.0262451171875,763.142578125,0.25023242831230164,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (39).jpg,1451.50390625,356.53802490234375,1916.635009765625,644.5047607421875,0.38138288259506226,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (39).jpg,1047.9429931640625,686.3929443359375,1095.0849609375,817.3379516601562,0.31766536831855774,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (39).jpg,84.4007568359375,884.6672973632812,149.0023193359375,1068.906494140625,0.2794281542301178,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (4).jpg,1579.56640625,768.0133666992188,1631.58935546875,876.2012329101562,0.26904532313346863,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (40).jpg,190.32513427734375,856.6997680664062,262.17779541015625,1071.58544921875,0.47959935665130615,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (41).jpg,261.16937255859375,838.9257202148438,334.32550048828125,1069.5185546875,0.7108486890792847,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (42).jpg,198.58644104003906,841.0065307617188,244.99452209472656,1018.3086547851562,0.27443167567253113,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (47).jpg,1625.8157958984375,781.9796142578125,1852.808349609375,1058.829833984375,0.33941522240638733,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (49).jpg,1.2705059051513672,930.3590698242188,85.87857055664062,1080.057861328125,0.3156234920024872,bicycle
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (5).jpg,1672.2890625,778.597412109375,1720.147705078125,875.6398315429688,0.40359392762184143,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (50).jpg,0.14538002014160156,799.2054443359375,48.5450439453125,1043.5,0.4634072482585907,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (50).jpg,1314.831298828125,895.8431396484375,1357.2813720703125,1084.54638671875,0.272481232881546,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (50).jpg,1540.47021484375,437.3929443359375,1581.093994140625,556.1854858398438,0.2645724415779114,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (51).jpg,1070.12744140625,969.176513671875,1147.1068115234375,1082.9556884765625,0.7766619920730591,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (51).jpg,992.9871826171875,573.529296875,1069.1356201171875,661.841796875,0.7388302683830261,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (51).jpg,522.2757568359375,865.8279418945312,584.8577880859375,1005.1924438476562,0.7094038128852844,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (51).jpg,675.00537109375,611.9309692382812,712.7108154296875,679.2962036132812,0.6951121687889099,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (51).jpg,1133.3193359375,802.8427734375,1359.570068359375,1049.468505859375,0.5717815160751343,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (51).jpg,1058.305419921875,621.0138549804688,1117.718505859375,721.5140380859375,0.5434373617172241,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (52).jpg,984.4952392578125,623.061767578125,1068.118896484375,731.7852172851562,0.8543659448623657,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (52).jpg,699.079833984375,649.6055908203125,739.2862548828125,739.374267578125,0.7387235760688782,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (52).jpg,1118.0562744140625,691.1015625,1211.212646484375,818.72021484375,0.7158711552619934,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (52).jpg,1323.297119140625,862.9121704101562,1481.837158203125,1014.7523803710938,0.3540486693382263,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (52).jpg,1260.13427734375,966.917724609375,1429.428466796875,1081.95703125,0.3537861406803131,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (52).jpg,1259.7100830078125,631.7777099609375,1286.0623779296875,703.9761962890625,0.2735828161239624,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (53).jpg,1017.8662109375,692.7001953125,1150.923095703125,825.8424072265625,0.8470689654350281,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (53).jpg,1249.461181640625,811.1925659179688,1394.8868408203125,979.0281372070312,0.639786422252655,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (53).jpg,474.2552490234375,857.266845703125,604.82763671875,1031.8406982421875,0.4306873083114624,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (53).jpg,776.6063232421875,587.246337890625,808.4893798828125,645.8272705078125,0.30799996852874756,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (54).jpg,660.9991455078125,655.1121826171875,741.1134033203125,772.33642578125,0.8531604409217834,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (54).jpg,1117.3817138671875,786.313232421875,1315.7783203125,976.5469970703125,0.7065652012825012,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (54).jpg,576.7132568359375,851.949951171875,638.478271484375,972.157958984375,0.5673667192459106,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (54).jpg,1004.84814453125,539.8778686523438,1024.2362060546875,600.6190795898438,0.25616008043289185,person
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (55).jpg,711.5674438476562,680.200927734375,750.7721557617188,764.43896484375,0.7514091730117798,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (55).jpg,744.9030151367188,588.4249267578125,805.0938720703125,665.1195068359375,0.572774350643158,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (55).jpg,1266.2545166015625,932.9208984375,1547.734130859375,1081.0579833984375,0.32679951190948486,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (56).jpg,956.415283203125,495.1086730957031,1109.15966796875,625.6068115234375,0.47739678621292114,bus
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (57).jpg,478.697021484375,865.0152587890625,540.114013671875,980.6573486328125,0.43706101179122925,motorbike
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (57).jpg,913.147705078125,514.1181640625,1048.8662109375,673.40673828125,0.3276381492614746,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (58).jpg,859.7506103515625,806.5682373046875,1027.091064453125,981.2964477539062,0.6647716164588928,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (58).jpg,884.1712646484375,690.244140625,981.5385131835938,818.802001953125,0.5920839905738831,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (58).jpg,796.193359375,683.250244140625,857.024169921875,789.968505859375,0.5814107656478882,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (58).jpg,944.1154174804688,962.93994140625,1205.940185546875,1083.1083984375,0.3536045253276825,car
/kaggle/input/yolov8s-training-a-esp32-cam-module/test/images/35 (58).jpg,1014.906005859375,788.4539794921875,1112.9970703125,927.24169921875,0.28574806451797485,car
